Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
1002,Earrings with oblong stones (P8648AU),"<p>Earrings for every style, delicate and noticeable. Adding elegance and class. The dimensions of the earring: length 1.5 cm, width 0.4 cm, thickness 0.2 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Earrings with oblong stones (P8648AU),,,,,5900601006034,0.0,,100,deny,manual,9.31,,TRUE,TRUE,,,1,Earrings with oblong stones (P8648AU),FALSE,Earrings with oblong stones (P8648AU),"Earrings for every style, delicate and noticeable. Adding elegance and class. The dimensions of the earring: length 1.5 cm, width 0.4 cm, thickness 0.2 cm. Gold-plated earrings.",,Woman,Adult,,Woman,Earrings with oblong stones (P8648AU),new,,,,,,,,g,,,,,active
1003,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),<p>Extremely fashionable dangling cross earrings. Earrings 6.5 cm long and 2.2 cm wide. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),,,,,5900601279919,6.0,,100,deny,manual,12.25,,TRUE,TRUE,,,1,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),FALSE,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),Extremely fashionable dangling cross earrings. Earrings 6.5 cm long and 2.2 cm wide. Gold-plated earrings.,,Woman,Adult,,Woman,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),new,,,,,,,,g,,,,,active
1003,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),<p>Extremely fashionable dangling cross earrings. Earrings 6.5 cm long and 2.2 cm wide. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),,,,,5900601279919,6.0,,100,deny,manual,12.25,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1003/70212-Kolczyki-wiszace-krzyzyki-z-kolekcji-Heavenly-P15ROZ02AU-1003-P15/ROZ/02AU.jpg,2,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),FALSE,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),Extremely fashionable dangling cross earrings. Earrings 6.5 cm long and 2.2 cm wide. Gold-plated earrings.,,Woman,Adult,,Woman,Dangling cross earrings from the Heavenly collection (P15/ROZ/02AU),new,,,,,,,,g,,,,,active
1004,Red heart earrings (P14770AG-E227),"<p>Lovely red heart earrings. Earrings 0.5 cm long, 0.5 cm wide. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Red heart earrings (P14770AG-E227),,,,,5900601274952,0.0,,100,deny,manual,7.84,,TRUE,TRUE,,,1,Red heart earrings (P14770AG-E227),FALSE,Red heart earrings (P14770AG-E227),"Lovely red heart earrings. Earrings 0.5 cm long, 0.5 cm wide. Silver plated earrings.",,,Child,,Baby,Red heart earrings (P14770AG-E227),new,,,,,,,,g,,,,,active
1005,Small earrings with cubic zirconia (P13587AU),"<p>Small earrings with cubic zirconia, but very expressive due to the sparkle of the stones. Earring dimensions: length 1.2 cm, width 0.8 cm, thickness 0.5 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Small earrings with cubic zirconia (P13587AU),,,,,5900601212602,0.0,,100,deny,manual,12.25,,TRUE,TRUE,,,1,Small earrings with cubic zirconia (P13587AU),FALSE,Small earrings with cubic zirconia (P13587AU),"Small earrings with cubic zirconia, but very expressive due to the sparkle of the stones. Earring dimensions: length 1.2 cm, width 0.8 cm, thickness 0.5 cm. Gold-plated earrings.",,Woman,Adult,,Woman,Small earrings with cubic zirconia (P13587AU),new,,,,,,,,g,,,,,active
1007,Pink dragonfly earrings (P13274AU-E209),"<p>Lovely dragonfly earrings with pink wings. A design that adds charm. Length 2.1 cm, width 2 cm. Gold-plated earrings with pink elements.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Pink dragonfly earrings (P13274AU-E209),,,,,5900601270251,0.0,,100,deny,manual,10.79,,TRUE,TRUE,,,1,Pink dragonfly earrings (P13274AU-E209),FALSE,Pink dragonfly earrings (P13274AU-E209),"Lovely dragonfly earrings with pink wings. A design that adds charm. Length 2.1 cm, width 2 cm. Gold-plated earrings with pink elements.",,,Child,,Baby,Pink dragonfly earrings (P13274AU-E209),new,,,,,,,,g,,,,,active
1008,Blue dragonflies earrings (P13274AU-E206),"<p>Lovely dragonfly earrings with blue wings. Charming and subtle. Length 2.1 cm, width 2 cm. Gold-plated earrings with blue elements.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Blue dragonflies earrings (P13274AU-E206),,,,,5900601269286,0.0,,100,deny,manual,10.79,,TRUE,TRUE,,,1,Blue dragonflies earrings (P13274AU-E206),FALSE,Blue dragonflies earrings (P13274AU-E206),"Lovely dragonfly earrings with blue wings. Charming and subtle. Length 2.1 cm, width 2 cm. Gold-plated earrings with blue elements.",,,Child,,Baby,Blue dragonflies earrings (P13274AU-E206),new,,,,,,,,g,,,,,active
1009,Butterfly earrings for children (P15 / KDS / 09-277 AG),"<p>Earrings are the perfect gift idea. Lovely, tiny purple butterfly earrings in a silver border. 0.5 cm long, 0.5 cm wide.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Butterfly earrings for children (P15 / KDS / 09-277 AG),,,,,5900601280496,0.0,,100,deny,manual,9.31,,TRUE,TRUE,,,1,Butterfly earrings for children (P15 / KDS / 09-277 AG),FALSE,Butterfly earrings for children (P15 / KDS / 09-277 AG),"Earrings are the perfect gift idea. Lovely, tiny purple butterfly earrings in a silver border. 0.5 cm long, 0.5 cm wide.",,Woman,Adult,,Woman,Butterfly earrings for children (P15 / KDS / 09-277 AG),new,,,,,,,,g,,,,,active
1012,Crystal and crystalline earrings (P13595 / 1AU),<p>Earrings are a perfect gift idea as well as a complement to the styling. Classic pattern of earrings enriched with crystals. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Crystal and crystalline earrings (P13595 / 1AU),,,,,5900601213234,2.0,,100,deny,manual,16.18,,TRUE,TRUE,,,1,Crystal and crystalline earrings (P13595 / 1AU),FALSE,Crystal and crystalline earrings (P13595 / 1AU),Earrings are a perfect gift idea as well as a complement to the styling. Classic pattern of earrings enriched with crystals. Gold-plated earrings.,,Woman,Adult,,Woman,Crystal and crystalline earrings (P13595 / 1AU),new,,,,,,,,g,,,,,active
1013,1 Side Triangle Earrings with Crystals (P14807AU),"<p>Delicate earrings with Swarovski crystals will add elegance to any styling. Length of the earring 1 cm, width 0.9 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,1 Side Triangle Earrings with Crystals (P14807AU),,,,,5900601255265,0.0,,100,deny,manual,8.33,,TRUE,TRUE,,,1,1 Side Triangle Earrings with Crystals (P14807AU),FALSE,1 Side Triangle Earrings with Crystals (P14807AU),"Delicate earrings with Swarovski crystals will add elegance to any styling. Length of the earring 1 cm, width 0.9 cm. Gold-plated earrings.",,Woman,Adult,,Woman,1 Side Triangle Earrings with Crystals (P14807AU),new,,,,,,,,g,,,,,active
1015,Earrings sticks with cubic zirconia (P8901AU),"<p>A modern pattern with cubic zirconia will complete any styling. Length 3.7 cm, width 0.7 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Earrings sticks with cubic zirconia (P8901AU),,,,,5900601011441,0.0,,100,deny,manual,9.31,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1015/60604-Kolczyki-patyki-z-cyrkonia-P8901AU-1015-P8901AU.jpg,1,Earrings sticks with cubic zirconia (P8901AU),FALSE,Earrings sticks with cubic zirconia (P8901AU),"A modern pattern with cubic zirconia will complete any styling. Length 3.7 cm, width 0.7 cm. Gold-plated earrings.",,Woman,Adult,,Woman,Earrings sticks with cubic zirconia (P8901AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1015/60604-Kolczyki-patyki-z-cyrkonia-P8901AU-1015-P8901AU.jpg,g,,,,,active
1016,Two oval earrings from the Classic collection (P10552AU),"<p>Elegant earrings with two oval circles one inside the other. 4 cm long, 2.5 cm wide. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Two oval earrings from the Classic collection (P10552AU),,,,,5900601088054,0.0,,100,deny,manual,13.4,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1016/70677-Kolczyki-dwa-owale-z-kolekcji-Classic-P10552AU-1016-P10552AU.png,1,Two oval earrings from the Classic collection (P10552AU),FALSE,Two oval earrings from the Classic collection (P10552AU),"Elegant earrings with two oval circles one inside the other. 4 cm long, 2.5 cm wide. Gold-plated earrings.",,Woman,Adult,,Woman,Two oval earrings from the Classic collection (P10552AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1016/70677-Kolczyki-dwa-owale-z-kolekcji-Classic-P10552AU-1016-P10552AU.png,g,,,,,active
1016,Two oval earrings from the Classic collection (P10552AU),"<p>Elegant earrings with two oval circles one inside the other. 4 cm long, 2.5 cm wide. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Two oval earrings from the Classic collection (P10552AU),,,,,5900601088054,0.0,,100,deny,manual,13.4,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1016/70681-Kolczyki-dwa-owale-z-kolekcji-Classic-P10552AU-1016-P10552AU.png,2,Two oval earrings from the Classic collection (P10552AU),FALSE,Two oval earrings from the Classic collection (P10552AU),"Elegant earrings with two oval circles one inside the other. 4 cm long, 2.5 cm wide. Gold-plated earrings.",,Woman,Adult,,Woman,Two oval earrings from the Classic collection (P10552AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1016/70677-Kolczyki-dwa-owale-z-kolekcji-Classic-P10552AU-1016-P10552AU.png,g,,,,,active
1018,Earrings fins (P6211AG),"<p>Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Earring dimensions: length 3 cm, width 0.7 cm. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Earrings fins (P6211AG),,,,,5900601013810,2.0,,100,deny,manual,8.82,,TRUE,TRUE,,,1,Earrings fins (P6211AG),FALSE,Earrings fins (P6211AG),"Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Earring dimensions: length 3 cm, width 0.7 cm. Silver plated earrings.",,Woman,Adult,,Woman,Earrings fins (P6211AG),new,,,,,,,,g,,,,,active
1019,Flower earrings with crystals (P7706AG),"<p>Delicate earrings with a subtle pattern and zircon. Length 1cm, width 1cm. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Flower earrings with crystals (P7706AG),,,,,5900601027206,0.0,,100,deny,manual,10.4,,TRUE,TRUE,,,1,Flower earrings with crystals (P7706AG),FALSE,Flower earrings with crystals (P7706AG),"Delicate earrings with a subtle pattern and zircon. Length 1cm, width 1cm. Silver plated earrings.",,Woman,Adult,,Woman,Flower earrings with crystals (P7706AG),new,,,,,,,,g,,,,,active
1020,Bell pearl earrings (P14785AG),"<p>Stylish jewelry for every occasion - choose your favorite model and create sets. 1.2 cm long, 1.2 cm wide. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Bell pearl earrings (P14785AG),,,,,5900601254718,2.0,,100,deny,manual,10.4,,TRUE,TRUE,,,1,Bell pearl earrings (P14785AG),FALSE,Bell pearl earrings (P14785AG),"Stylish jewelry for every occasion - choose your favorite model and create sets. 1.2 cm long, 1.2 cm wide. Silver plated earrings.",,Woman,Adult,,Woman,Bell pearl earrings (P14785AG),new,,,,,,,,g,,,,,active
1022,Star stud earrings (P11743AG),"<p>Lovely star earrings for a real star. Length 1.8 cm, width 1.8 cm. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Star stud earrings (P11743AG),,,,,5900601162853,1.0,,100,deny,manual,6.86,,TRUE,TRUE,,,1,Star stud earrings (P11743AG),FALSE,Star stud earrings (P11743AG),"Lovely star earrings for a real star. Length 1.8 cm, width 1.8 cm. Silver plated earrings.",,Woman,Adult,,Woman,Star stud earrings (P11743AG),new,,,,,,,,g,,,,,active
1023,Star stud earrings with cubic zirconia (P14780AU),"<p>Jewelry with stars is a perfect solution for many styles. Delicate earring with a zircon in the shape of a star. Length 0.6 cm, width 0.6 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Star stud earrings with cubic zirconia (P14780AU),,,,,5900601254664,0.0,,100,deny,manual,8.33,,TRUE,TRUE,,,1,Star stud earrings with cubic zirconia (P14780AU),FALSE,Star stud earrings with cubic zirconia (P14780AU),"Jewelry with stars is a perfect solution for many styles. Delicate earring with a zircon in the shape of a star. Length 0.6 cm, width 0.6 cm.",,Woman,Adult,,Woman,Star stud earrings with cubic zirconia (P14780AU),new,,,,,,,,g,,,,,active
1024,Crystal flower earrings (P8125AG),"<p>Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Length 2.2 cm, width 1.2 cm. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Crystal flower earrings (P8125AG),,,,,5900601009134,4.0,,100,deny,manual,15.02,,TRUE,TRUE,,,1,Crystal flower earrings (P8125AG),FALSE,Crystal flower earrings (P8125AG),"Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Length 2.2 cm, width 1.2 cm. Silver plated earrings.",,Woman,Adult,,Woman,Crystal flower earrings (P8125AG),new,,,,,,,,g,,,,,active
1025,Square earrings with crystals (P3232AU),<p>Delicate and subtle square earrings with Preciosa crystals. Earring dimensions 1cm/1cm.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Square earrings with crystals (P3232AU),,,,,5900601004658,0.0,,100,deny,manual,14.33,,TRUE,TRUE,,,1,Square earrings with crystals (P3232AU),FALSE,Square earrings with crystals (P3232AU),Delicate and subtle square earrings with Preciosa crystals. Earring dimensions 1cm/1cm.,,Woman,Adult,,Woman,Square earrings with crystals (P3232AU),new,,,,,,,,g,,,,,active
1025,Square earrings with crystals (P3232AU),<p>Delicate and subtle square earrings with Preciosa crystals. Earring dimensions 1cm/1cm.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Square earrings with crystals (P3232AU),,,,,5900601004658,0.0,,100,deny,manual,14.33,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1025/71000-Kolczyki-kwadratowe-z-krysztalkami-P3232AU-1025-P3232AU.png,2,Square earrings with crystals (P3232AU),FALSE,Square earrings with crystals (P3232AU),Delicate and subtle square earrings with Preciosa crystals. Earring dimensions 1cm/1cm.,,Woman,Adult,,Woman,Square earrings with crystals (P3232AU),new,,,,,,,,g,,,,,active
1026,Earrings with shiny stone (P6266AU),"<p>Earrings are a perfect gift idea as well as a complement to the styling. Classic earring with a large shiny stone. Length 1.9 cm, width 1.1 cm.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Earrings with shiny stone (P6266AU),,,,,5900601008076,0.0,,100,deny,manual,12.74,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1026/70109-Kolczyki-z-blyszczacym-kamieniem-P6266AU-1026-P6266AU.jpg,1,Earrings with shiny stone (P6266AU),FALSE,Earrings with shiny stone (P6266AU),"Earrings are a perfect gift idea as well as a complement to the styling. Classic earring with a large shiny stone. Length 1.9 cm, width 1.1 cm.",,Woman,Adult,,Woman,Earrings with shiny stone (P6266AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1026/70109-Kolczyki-z-blyszczacym-kamieniem-P6266AU-1026-P6266AU.jpg,g,,,,,active
1027,Flippers earrings (P6211AU),"<p>Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Earring dimensions: length 3 cm, width 0.7 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Flippers earrings (P6211AU),,,,,5900601013803,2.0,,100,deny,manual,8.82,,TRUE,TRUE,,,1,Flippers earrings (P6211AU),FALSE,Flippers earrings (P6211AU),"Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Earring dimensions: length 3 cm, width 0.7 cm. Gold-plated earrings.",,Woman,Adult,,Woman,Flippers earrings (P6211AU),new,,,,,,,,g,,,,,active
1029,Matt gold earrings (P10011AU P.MAT),"<p>Elegant classic gold earrings combined with matte. Length 2.5 cm, width 1.3 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Matt gold earrings (P10011AU P.MAT),,,,,5900601057746,0.0,,100,deny,manual,11.27,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1029/69538-Kolczyki-z-matowym-zlotem-P10011AU-PMAT-1029-P10011AU P.MAT.jpg,1,Matt gold earrings (P10011AU P.MAT),FALSE,Matt gold earrings (P10011AU P.MAT),"Elegant classic gold earrings combined with matte. Length 2.5 cm, width 1.3 cm. Gold-plated earrings.",,Woman,Adult,,Woman,Matt gold earrings (P10011AU P.MAT),new,,,,,,,https://drop.seltu.pl/images/colibra/1029/69538-Kolczyki-z-matowym-zlotem-P10011AU-PMAT-1029-P10011AU P.MAT.jpg,g,,,,,active
1030,Blue heart earrings (P14770AG-E211),"<p>Lovely, delicate blue hearts. 0.5 cm long, 0.5 cm wide. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Blue heart earrings (P14770AG-E211),,,,,5900601274983,0.0,,100,deny,manual,7.84,,TRUE,TRUE,,,1,Blue heart earrings (P14770AG-E211),FALSE,Blue heart earrings (P14770AG-E211),"Lovely, delicate blue hearts. 0.5 cm long, 0.5 cm wide. Silver plated earrings.",,,Child,,Baby,Blue heart earrings (P14770AG-E211),new,,,,,,,,g,,,,,active
1038,Chain with coins and pearls (C15 / MON / 47AU),<p>Extremely effective jewelry with coins will give character to any styling! The length of the necklace is 47cm. Gold-plated necklace.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain with coins and pearls (C15 / MON / 47AU),,,,,5900601282384,70.0,,100,deny,manual,39.7,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1038/60620-Lancuch-z-monetami-i-perelkami-C15MON47AU-1038-C15/MON/47AU.jpg,1,Chain with coins and pearls (C15 / MON / 47AU),FALSE,Chain with coins and pearls (C15 / MON / 47AU),Extremely effective jewelry with coins will give character to any styling! The length of the necklace is 47cm. Gold-plated necklace.,,Woman,Adult,,Woman,Chain with coins and pearls (C15 / MON / 47AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1038/60620-Lancuch-z-monetami-i-perelkami-C15MON47AU-1038-C15/MON/47AU.jpg,g,,,,,active
1038,Chain with coins and pearls (C15 / MON / 47AU),<p>Extremely effective jewelry with coins will give character to any styling! The length of the necklace is 47cm. Gold-plated necklace.</p>,Colibra,Apparel & Accessories > Jewelry > Necklaces,Necklaces,Necklaces,TRUE,Title,Chain with coins and pearls (C15 / MON / 47AU),,,,,5900601282384,70.0,,100,deny,manual,39.7,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1038/62012-Lancuch-z-monetami-i-perelkami-C15MON47AU-1038-C15/MON/47AU.png,2,Chain with coins and pearls (C15 / MON / 47AU),FALSE,Chain with coins and pearls (C15 / MON / 47AU),Extremely effective jewelry with coins will give character to any styling! The length of the necklace is 47cm. Gold-plated necklace.,,Woman,Adult,,Woman,Chain with coins and pearls (C15 / MON / 47AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1038/60620-Lancuch-z-monetami-i-perelkami-C15MON47AU-1038-C15/MON/47AU.jpg,g,,,,,active
1044,Grille clips with crystals (E8675AU),<p>Clips are a great solution for women who do not wear earrings. Clips with Swarovski crystals. The length of the earrings is 2 cm. Gold-plated clips.</p>,Colibra,"Apparel & Accessories > Clothing Accessories > Hair Accessories > Hair Pins, Claws & Clips",Clips,Clips,TRUE,Title,Grille clips with crystals (E8675AU),,,,,5900601003392,3.0,,100,deny,manual,11.27,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1044/70504-Klipsy-kratka-z-krysztalkami-E8675AU-1044-E8675AU.jpg,1,Grille clips with crystals (E8675AU),FALSE,Grille clips with crystals (E8675AU),Clips are a great solution for women who do not wear earrings. Clips with Swarovski crystals. The length of the earrings is 2 cm. Gold-plated clips.,,Woman,Adult,,Woman,Grille clips with crystals (E8675AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1044/70504-Klipsy-kratka-z-krysztalkami-E8675AU-1044-E8675AU.jpg,g,,,,,active
1045,Crystal boat earrings (P13585AU),<p>Earrings are a perfect gift idea as well as a complement to the styling. Feminine and incredibly beautiful jewelry for any occasion. Boat earrings with Swarovski crystals. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Crystal boat earrings (P13585AU),,,,,5900601212565,3.0,,100,deny,manual,9.8,,TRUE,TRUE,,,1,Crystal boat earrings (P13585AU),FALSE,Crystal boat earrings (P13585AU),Earrings are a perfect gift idea as well as a complement to the styling. Feminine and incredibly beautiful jewelry for any occasion. Boat earrings with Swarovski crystals. Gold-plated earrings.,,Woman,Adult,,Woman,Crystal boat earrings (P13585AU),new,,,,,,,,g,,,,,active
1046,Hanging crystal earrings (P13589 / 1AU),"<p>Classic earrings with Swarovski crystals shine with an extraordinary glow. Length 2.5 cm, width 0.5 cm. Gold-plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Hanging crystal earrings (P13589 / 1AU),,,,,5900601213258,0.0,,100,deny,manual,14.33,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1046/67726-Kolczyki-wiszace-krysztaly-P135891AU-1046-P13589/1AU.jpg,1,Hanging crystal earrings (P13589 / 1AU),FALSE,Hanging crystal earrings (P13589 / 1AU),"Classic earrings with Swarovski crystals shine with an extraordinary glow. Length 2.5 cm, width 0.5 cm. Gold-plated earrings.",,Woman,Adult,,Woman,Hanging crystal earrings (P13589 / 1AU),new,,,,,,,https://drop.seltu.pl/images/colibra/1046/67726-Kolczyki-wiszace-krysztaly-P135891AU-1046-P13589/1AU.jpg,g,,,,,active
1050,Dangle earrings with Swarovski stones (P11068AG),"<p>Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Length of the earring 2.5 cm. The diameter of the hanging element is 1.3 cm. Silver plated earrings.</p>",Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Dangle earrings with Swarovski stones (P11068AG),,,,,5900601108936,4.0,,100,deny,manual,15.19,,TRUE,TRUE,,https://drop.seltu.pl/images/colibra/1050/68523-Kolczyki-wiszace-z-kamieniami-Swarovski-P11068AG-1050-P11068AG.jpg,1,Dangle earrings with Swarovski stones (P11068AG),FALSE,Dangle earrings with Swarovski stones (P11068AG),"Feminine and elegant earrings with Swarovski crystals perfectly match dresses, jumpsuits and suits. Length of the earring 2.5 cm. The diameter of the hanging element is 1.3 cm. Silver plated earrings.",,Woman,Adult,,Woman,Dangle earrings with Swarovski stones (P11068AG),new,,,,,,,https://drop.seltu.pl/images/colibra/1050/68523-Kolczyki-wiszace-z-kamieniami-Swarovski-P11068AG-1050-P11068AG.jpg,g,,,,,active
1058,Stud earrings with Swarovski crystal (P15009AU),<p>Subtle earrings with Swarovski crystal. The diameter of the earring is 0.4 cm. Gold-plated earrings.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,Stud earrings with Swarovski crystal (P15009AU),,,,,5900601259515,1.0,,100,deny,manual,7.35,,TRUE,TRUE,,,1,Stud earrings with Swarovski crystal (P15009AU),FALSE,Stud earrings with Swarovski crystal (P15009AU),Subtle earrings with Swarovski crystal. The diameter of the earring is 0.4 cm. Gold-plated earrings.,,Woman,Adult,,Woman,Stud earrings with Swarovski crystal (P15009AU),new,,,,,,,,g,,,,,active
1059,4.5 cm hoop earrings (PP0061AU),<p>The wheels are undoubtedly a classic among all earrings. We have various designs and sizes. Choose your favorites or try them all! The diameter of the earring is 4.5 cm. Wheel width 0.5 cm.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,4.5 cm hoop earrings (PP0061AU),,,,,5900601004832,15.0,,100,deny,manual,18.48,,TRUE,TRUE,,,1,4.5 cm hoop earrings (PP0061AU),FALSE,4.5 cm hoop earrings (PP0061AU),The wheels are undoubtedly a classic among all earrings. We have various designs and sizes. Choose your favorites or try them all! The diameter of the earring is 4.5 cm. Wheel width 0.5 cm.,,Woman,Adult,,Woman,4.5 cm hoop earrings (PP0061AU),new,,,,,,,,g,,,,,active
1060,3 cm hoop earrings (PP0061 / 2AU),<p>The wheels are undoubtedly a classic among all earrings. We have various designs and sizes. Choose your favorites or try them all! Wheel diameter 3 cm. The width of the earring is 0.4 cm.</p>,Colibra,Apparel & Accessories > Jewelry > Earrings,Earrings,Earrings,TRUE,Title,3 cm hoop earrings (PP0061 / 2AU),,,,,5900601006485,8.0,,100,deny,manual,11.32,,TRUE,TRUE,,,1,3 cm hoop earrings (PP0061 / 2AU),FALSE,3 cm hoop earrings (PP0061 / 2AU),The wheels are undoubtedly a classic among all earrings. We have various designs and sizes. Choose your favorites or try them all! Wheel diameter 3 cm. The width of the earring is 0.4 cm.,,Woman,Adult,,Woman,3 cm hoop earrings (PP0061 / 2AU),new,,,,,,,,g,,,,,active
